UKB Entry	SNOMED CT ID	SNOMED CT CONCEPT ID	SNOMED CT DESCRIPTION
terfinax 60mg tablet	4973701000001116	1101001000001101	terfinax 60mg tablet
teril cr 200mg m/r tablet	8155601000001110	3407101000001102	teril cr 200mg m/r tablet
teril retard 200mg m/r tablet	7166401000001117	3407101000001102	teril retard 200mg m/r tablet
teriparatide	107815401000001112	398823001	teriparatide
terlipressin	107734201000001118	325927008	terlipressin
terolin 12.5mg tablet	5856301000001110	1993301000001102	terolin 12.5mg tablet
teronac 2mg tablet	5819301000001112	1956101000001104	teronac 2mg tablet
terpoin elixir	4560901000001110	555301000001102	terpoin elixir
terra-cortril nystatin cream	10284401000001116	39001000001102	terra-cortril nystatin cream
terra-cortril ointment	10348601000001114	398801000001106	terra-cortril ointment
terramycin 250mg capsule	4453601000001114	390801000001108	terramycin 250mg capsule
terramycin 250mg tablet	4416901000001118	332901000001106	terramycin 250mg tablet
tertroxin 20mcg tablet	4462001000001115	403301000001103	tertroxin 20mcg tablet
testoderm 6mg/24hours transdermal patch	7358001000001113	3621001000001103	testoderm 6mg/24hours transdermal patch
testogel 50mg gel 5g sachet	13049801000001115	4331201000001100	testogel 50mg gel 5g sachet
testotop tts 15mg transdermal patch	42900201000001116	8959401000001108	testotop tts 15mg transdermal patch
tetrabenazine	105031601000001115	323260004	tetrabenazine
tetrabid-organon 250mg m/r capsule	4448301000001110	382501000001107	tetrabid-organon 250mg m/r capsule
tetrachel 250mg capsule	4544301000001114	531101000001100	tetrachel 250mg capsule
tetrachel 250mg tablet	4553101000001113	543301000001101	tetrachel 250mg tablet
tetracycline	107618701000001116	66261008	tetracycline
tetracycline+nystatin 250mg/250ku tablet	4646401000001117	683601000001108	tetracycline+nystatin 250mg/250ku tablet
tetracycline+procaine 100mg/40mg intramuscular injection	4253701000001115	78101000001107	tetracycline+procaine 100mg/40mg intramuscular injection
tetralysal 204mg capsule	5964101000001119	2102401000001101	tetralysal 204mg capsule
tetralysal 300 capsule	4591701000001119	600701000001107	tetralysal 300 capsule
tetrex 250mg capsule	4792201000001118	889601000001100	tetrex 250mg capsule
teveten 300mg tablet	7404801000001113	3675301000001104	teveten 300mg tablet
thaden 25mg capsule	7533201000001113	3814401000001106	thaden 25mg capsule
thalamonal injection	4620301000001113	644901000001108	thalamonal injection
thalazole 500mg tablet	5840701000001114	1977701000001103	thalazole 500mg tablet
the 50:50 ointment	11358501000001117	3835001000001108	the 50:50 ointment
theo-dur 200mg m/r tablet	4267101000001116	98301000001104	theo-dur 200mg m/r tablet
theodrox tablet	4771901000001112	867401000001105	theodrox tablet
theograd 350mg m/r tablet	4772001000001116	867501000001109	theograd 350mg m/r tablet
thephorin 25mg tablet	4690201000001112	753501000001106	thephorin 25mg tablet
theraderm 10% gel	10504601000001114	1905501000001106	theraderm 10% gel
theraderm 5% gel	10504501000001110	1906401000001102	theraderm 5% gel
thiethylperazine	108052501000001116	36218003	thiethylperazine
thioridazine	107603901000001111	33588000	thioridazine
thovaline ointment	10502201000001119	2146701000001103	thovaline ointment
thovaline spray	10502101000001114	1905301000001104	thovaline spray
thymol compound mouthwash tablet	4226101000001111	31301000001103	thymol compound mouthwash tablet
thyrogen 0.9mg powder for injection solution vial	12534201000001113	4196201000001109	thyrogen 0.9mg powder for injection solution vial
thyrotropin alfa	107825301000001114	407733000	thyrotropin alfa
thytropar 10iu injection	5853001000001115	1990001000001106	thytropar 10iu injection
tiabendazole	108053001000001115	36594001	tiabendazole
tiagabine	107637001000001112	108403006	tiagabine
tiaprofenic acid	107756501000001114	329889002	tiaprofenic acid
tibolone	107730401000001114	325567003	tibolone
ticar 1g injection (pdr for recon)	4441101000001116	370901000001105	ticar 1g injection (pdr for recon)
ticar 3g injection	5834001000001117	1970901000001102	ticar 3g injection
ticar 5g infusion set	4730201000001112	815601000001101	ticar 5g infusion set
ticar 5g injection (pdr for recon)	4485101000001113	441401000001103	ticar 5g injection (pdr for recon)
ticarcillin	108015501000001115	1148001	ticarcillin
ticlid 250mg tablet	7251401000001116	3501901000001101	ticlid 250mg tablet
ticlopidine	107650601000001116	108971003	ticlopidine
tiempe 100mg tablet	4462501000001112	404101000001103	tiempe 100mg tablet
tiempe 200mg tablet	4507501000001116	473701000001107	tiempe 200mg tablet
tigason 10mg capsule	5877501000001115	2015101000001105	tigason 10mg capsule
tilade mint 2mg inhaler	13477701000001113	8436801000001104	tilade mint 2mg inhaler
tilarin 1% nasal spray	6354801000001114	2538501000001100	tilarin 1% nasal spray
tildiem 60mg m/r tablet	4590201000001115	599201000001102	tildiem 60mg m/r tablet
tiloket 2.5% gel	11292601000001116	3547401000001105	tiloket 2.5% gel
tiloket 50mg capsule	13514101000001119	8471301000001103	tiloket 50mg capsule
tiloket cr 100mg m/r capsule	7244201000001115	3493201000001102	tiloket cr 100mg m/r capsule
tilolec 100mg/25mg m/r tablet	13500801000001118	8455701000001100	tilolec 100mg/25mg m/r tablet
tiloryth 250mg e/c granules in capsule	6376901000001114	2561701000001105	tiloryth 250mg e/c granules in capsule
timecef 1g injection (pdr for recon)	4212401000001113	9201000001103	timecef 1g injection (pdr for recon)
timecef 2g injection	5883301000001111	2021001000001102	timecef 2g injection
timentin 1.6g injection (pdr for recon)	4255401000001114	80001000001100	timentin 1.6g injection (pdr for recon)
timentin 3.2g injection (pdr for recon)	4304801000001114	156401000001107	timentin 3.2g injection (pdr for recon)
timentin 800mg injection	5834101000001116	1971001000001106	timentin 800mg injection
timodine cream	10284501000001117	111101000001103	timodine cream
timolol	107628601000001119	85591001	timolol
timolol 0.25% eye drops	107762801000001117	330720009	timolol 0.25% eye drops
timolol maleate+bendrofluazide 20mg/5mg tablet	4600201000001114	613801000001109	timolol maleate+bendrofluazide 20mg/5mg tablet
timolol maleate+bendroflumethiazide 10mg/2.5mg tablet	61213301000001113	176201000001106	timolol maleate+bendroflumethiazide 10mg/2.5mg tablet
timonil retard 200mg m/r tablet	7117201000001118	3350701000001100	timonil retard 200mg m/r tablet
timoped cream	10838801000001110	2425501000001104	timoped cream
timoptol 0.25% eye drops	10293701000001113	620701000001101	timoptol 0.25% eye drops
timpron 250mg tablet	5977601000001111	2117801000001104	timpron 250mg tablet
tinaderm cream	4987201000001113	1124801000001100	tinaderm cream
tinaderm plus powder	4987301000001116	1124901000001106	tinaderm plus powder
tinaderm plus spray	4949701000001119	1067401000001109	tinaderm plus spray
tinaderm-m cream	10791201000001111	260201000001101	tinaderm-m cream
tineafax cream	10510901000001111	1909001000001100	tineafax cream
tineafax powder	10368401000001115	204301000001102	tineafax powder
tinidazole	107724501000001118	324550004	tinidazole
tinset 30mg tablet	4232601000001118	42101000001105	tinset 30mg tablet
tinzaparin	107797801000001117	350469004	tinzaparin
tioconazole	107774301000001112	332967005	tioconazole
tioguanine	108081801000001117	72623000	tioguanine
tiotropium	107825101000001112	407730002	tiotropium
titralac tablet	5957801000001112	2094201000001100	titralac tablet
tixycolds syrup	11372101000001114	3883801000001108	tixycolds syrup
tixylix catarrh syrup	7089201000001115	3319501000001106	tixylix catarrh syrup
tixylix cough & cold linctus	7089401000001116	3319701000001100	tixylix cough & cold linctus
tixymol 120mg/5ml s/f suspension	11282801000001116	3493501000001104	tixymol 120mg/5ml s/f suspension
tizanidine	107638701000001110	108461005	tizanidine
tobi 300mg/5ml nebuliser solution	7395401000001117	3664601000001102	tobi 300mg/5ml nebuliser solution
tobradex eye drops	11390701000001119	3932201000001100	tobradex eye drops
tobralex eye drops	10785101000001118	761301000001106	tobralex eye drops
tobramycin	107630501000001119	89695009	tobramycin
tocainide	108027101000001112	10555000	tocainide
toepedo cream	11057801000001119	2790101000001100	toepedo cream
tofranil 10mg tablet	4329401000001119	193001000001102	tofranil 10mg tablet
tolanase 100mg tablet	4417401000001112	334101000001104	tolanase 100mg tablet
tolazamide	107604301000001112	34393009	tolazamide
tolbutamide	107603801000001117	33124007	tolbutamide
tolcapone	107638801000001118	108464002	tolcapone
tolectin 200mg capsule	4638301000001113	671201000001101	tolectin 200mg capsule
tolectin ds 400mg capsules	4845401000001118	948201000001109	tolectin ds 400mg capsules
tolerzide tablet	4647101000001114	684801000001105	tolerzide tablet
tolfenamic acid	107715401000001110	322817007	tolfenamic acid
tolmetin	107609301000001113	45680002	tolmetin
tolnaftate	107605901000001112	38166006	tolnaftate
tonivitan capsule	4843801000001115	946401000001107	tonivitan capsule
tonivitan syrup	5977001000001115	2117201000001100	tonivitan syrup
tonocard 400mg tablet	4690501000001110	754601000001108	tonocard 400mg tablet
topal tablet	4232901000001113	42501000001100	topal tablet
topamax 25mg tablet	6625901000001110	2820001000001108	topamax 25mg tablet
topicycline topical solution	10788901000001110	60301000001104	topicycline topical solution
topilar 0.025% cream	10518801000001119	1131101000001107	topilar 0.025% cream
topiramate	107636801000001119	108400009	topiramate
toradol 10mg tablet	4278001000001110	115001000001102	toradol 10mg tablet
torasemide	108148401000001114	318034005	torasemide
torecan 6.33mg tablet	5819901000001113	1956701000001103	torecan 6.33mg tablet
torem 2.5mg tablet	4959501000001110	1080401000001108	torem 2.5mg tablet
toremifene	107636001000001114	96378009	toremifene
tosmilen 0.25% eye drops	4853501000001116	957301000001104	tosmilen 0.25% eye drops
totamol 25mg tablet	4417701000001117	334501000001109	totamol 25mg tablet
totaretic 50mg/12.5mg tablet	6256501000001114	2421401000001101	totaretic 50mg/12.5mg tablet
tracleer 62.5mg tablet	12503701000001113	4175601000001107	tracleer 62.5mg tablet
tramacet 325mg/37.5mg tablet	13499201000001115	8453701000001101	tramacet 325mg/37.5mg tablet
tramadol	107639601000001110	108507005	tramadol
tramake 50mg capsule	6603001000001117	2794301000001107	tramake 50mg capsule
tramake insts 100mg/sachet powder	7142101000001116	3379701000001106	tramake insts 100mg/sachet powder
tramake insts 50mg/sachet powder	7142001000001117	3379601000001101	tramake insts 50mg/sachet powder
trancopal 200mg tablet	4462801000001110	404901000001100	trancopal 200mg tablet
trancoprin tablet	5823101000001115	1960001000001108	trancoprin tablet
trandate 50mg tablet	4507901000001112	474501000001103	trandate 50mg tablet
trandolapril	107641201000001111	108562001	trandolapril
tranexamic acid	107651701000001117	109006003	tranexamic acid
trangina xl 60mg m/r tablet	12990901000001114	4296801000001108	trangina xl 60mg m/r tablet
tranquax 10mg capsule	6279701000001112	2447701000001101	tranquax 10mg capsule
tranquilyn 5mg tablet	12522201000001117	4127501000001102	tranquilyn 5mg tablet
transiderm-nitro 5mg/24hours transdermal patch	4693401000001119	759301000001101	transiderm-nitro 5mg/24hours transdermal patch
transtec 35micrograms/hour transdermal patch	12519001000001111	4087501000001103	transtec 35micrograms/hour transdermal patch
transtec 52.5micrograms/hour transdermal patch	12519101000001112	4087701000001109	transtec 52.5micrograms/hour transdermal patch
transtec 70micrograms/hour transdermal patch	12519201000001117	4087901000001106	transtec 70micrograms/hour transdermal patch
transvasin cream	10284701000001111	470901000001100	transvasin cream
tranxene 7.5mg capsule	4409101000001111	320701000001107	tranxene 7.5mg capsule
tranylcypromine	107630001000001111	89092006	tranylcypromine
tranylcypromine+trifluoperazine 10mg/1mg tablet	4690901000001119	755001000001101	tranylcypromine+trifluoperazine 10mg/1mg tablet
trasicor 20mg tablet	4233001000001116	42901000001108	trasicor 20mg tablet
trasidrex tablet	4374001000001110	264901000001100	trasidrex tablet
travatan 40micrograms/ml eye drops	11427901000001115	4028201000001107	travatan 40micrograms/ml eye drops
traveleeze soft and chewy 12.5mg pastille	12994001000001119	4299901000001107	traveleeze soft and chewy 12.5mg pastille
travogyn 1% cream	10510701000001114	1908901000001105	travogyn 1% cream
travogyn 300mg pessary	10356201000001114	622401000001109	travogyn 300mg pessary
travoprost	107812201000001119	391664000	travoprost
traxam gel	10783601000001111	55301000001102	traxam gel
trazodone	107591901000001115	7336002	trazodone
tremonil 5mg tablet	4463101000001114	405201000001106	tremonil 5mg tablet
trental 400mg m/r tablet	4586401000001118	594001000001107	trental 400mg m/r tablet
treosulfan	107740601000001113	326774002	treosulfan
tretinoin	107613801000001119	54972005	tretinoin
trh 40mg tablet	5852801000001118	1989801000001108	trh 40mg tablet
tri-adcortyl cream	10284801000001119	610801000001101	tri-adcortyl cream
tri-adcortyl otic ear ointment	10786101000001113	124801000001100	tri-adcortyl otic ear ointment
tri-cicatrin ointment	10348801000001113	678901000001101	tri-cicatrin ointment
tri-minulet tablet	4508201000001115	474801000001100	tri-minulet tablet
triadene tablet	4554301000001112	545201000001109	triadene tablet
triam-co tablet	4600901000001116	614901000001101	triam-co tablet
triamaxco tablet	4647501000001116	685501000001108	triamaxco tablet
triamcinolone	108021501000001114	6028009	triamcinolone
triamcinolone+econazole	108260501000001119	346692007	triamcinolone+econazole
triamterene	107594201000001110	12512008	triamterene
triamterene+chlortalidone 50mg/50mg tablet	61210301000001118	115701000001100	triamterene+chlortalidone 50mg/50mg tablet
triamterene+chlorthalidone 50mg/50mg tablet	11991801000001111	115701000001100	triamterene+chlorthalidone 50mg/50mg tablet
triamterene+furosemide 50mg/40mg tablet	61157101000001112	194201000001106	triamterene+furosemide 50mg/40mg tablet
triapin mite 2.5mg/2.5mg tablet	7327601000001117	3587401000001102	triapin mite 2.5mg/2.5mg tablet
triazolam	108126201000001111	111128007	triazolam
tribiotic spray	10789801000001112	280201000001103	tribiotic spray
triclofos sodium	108182001000001110	321172009	triclofos sodium
tridesilon 0.05% ointment	5876401000001116	2014001000001105	tridesilon 0.05% ointment
tridestra tablet	6294501000001112	2463901000001102	tridestra tablet
trientine	107653001000001118	109102003	trientine
trientine dihydrochloride	14791601000001110	8801611000001105	trientine dihydrochloride
trifluoperazine	107621001000001115	71699007	trifluoperazine
trifluperidol	108020001000001110	5478006	trifluperidol
trifyba 250g powder	5783101000001111	1919501000001107	trifyba 250g powder
trihexyphenidyl	107589501000001111	2190009	trihexyphenidyl
triiodothyronine 20micrograms/ml injection (pdr for recon)	4358601000001110	242101000001104	triiodothyronine 20micrograms/ml injection (pdr for recon)
